鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
內埔鄉,建物,屏東縣內埔鄉福泰路３-１０號３樓,7.7,,鄉村區,乙種建築用地,1120812,土地0建物0車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.5,1,1,1,有,無,有,5000,149,,0.0,0,,RPWOMLLLQHIGFCT67CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１３號５樓,7.7,,鄉村區,乙種建築用地,1120805,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.19,1,1,1,有,無,有,5000,151,,0.0,0,,RPTNMLMLQHIGFCT37CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３號６樓,7.7,,鄉村區,乙種建築用地,1120813,土地0建物0車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,38.64,1,1,1,有,無,有,5000,129,,0.0,0,,RPUNMLMLQHIGFCT47CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３號７樓,7.7,,鄉村區,乙種建築用地,1120815,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,38.64,1,1,1,有,無,有,5000,129,,0.0,0,,RPVNMLMLQHIGFCT57CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-２號７樓,7.7,,鄉村區,乙種建築用地,1120815,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.27,1,1,1,有,無,有,5000,150,,0.0,0,,RPWNMLMLQHIGFCT67CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-３號７樓,7.7,,鄉村區,乙種建築用地,1120808,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.5,1,1,1,有,無,有,5000,149,,0.0,0,,RPXNMLMLQHIGFCT77CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-５號７樓,7.7,,鄉村區,乙種建築用地,1120802,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,34.19,1,1,1,有,無,有,5000,146,,0.0,0,,RPOOMLMLQHIGFCT96CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１１號７樓,7.7,,鄉村區,乙種建築用地,1120810,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.2,1,1,1,有,無,有,5000,151,,0.0,0,,RPPOMLMLQHIGFCT07CC,,,,,,
長治鄉,建物,屏東縣長治鄉長春街一段５２號三樓之１,0.0,住,,,1120731,土地0建物1車位0,三層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0930630,22.43,1,0,1,有,有,有,4150,185,,0.0,0,,RPPNMLNLQHIGFAT86CC,,,,,,
長治鄉,建物,屏東縣長治鄉長春街一段５２號四樓之９,0.0,住,,,1120730,土地0建物1車位0,四層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0930630,21.66,1,0,1,有,有,有,4050,187,,0.0,0,,RPQNMLNLQHIGFAT96CC,,,,,,
屏東市,建物,屏東縣屏東市民和二路４８之２號四樓,0.0,住,,,1120803,土地0建物1車位0,四層,8,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0960530,16.07,1,0,1,有,有,有,3800,236,,0.0,0,,RPRNMLNLQHIGFAT07CC,,,,,,
屏東市,建物,屏東縣屏東市公裕街３５３巷３８之９號二樓,0.0,住,,,1120731,土地0建物1車位0,二層,4,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0970305,13.73,1,0,1,有,有,有,3500,255,,0.0,0,,RPSNMLNLQHIGFAT17CC,,,,,,
屏東市,建物,屏東縣屏東市公裕街３５３巷３８之２３號二樓,0.0,住,,,1120801,土地0建物1車位0,二層,4,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0970305,13.73,1,0,1,有,有,有,3600,262,,0.0,0,,RPTNMLNLQHIGFAT27CC,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市北平路９號６樓之３,7.38,商,,,1120822,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840224,45.94,1,1,1,有,有,有,7500,163,,0.0,0,,RPUNMLNLQHIGFAT37CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉壽比路２６１號四樓之１７,0.0,,鄉村區,乙種建築用地,1120801,土地0建物1車位0,四層,5,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0920501,20.97,1,0,1,有,有,有,3000,143,,0.0,0,,RPPNMLNLQHIGFCT07CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉南山路８８號三樓之６,0.0,,鄉村區,乙種建築用地,1120730,土地0建物1車位0,三層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土構造,0930712,19.36,1,0,1,有,有,有,3200,165,,0.0,0,,RPQNMLNLQHIGFCT17CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉南山路８８號四樓之１３,0.0,,鄉村區,乙種建築用地,1120803,土地0建物1車位0,四層,6,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0930712,22.490000000000002,1,0,1,有,有,有,3500,156,,0.0,0,,RPRNMLNLQHIGFCT27CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉南山路８８號五樓之８,0.0,,鄉村區,乙種建築用地,1120801,土地0建物1車位0,五層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土構造,0930712,19.189999999999998,1,0,1,有,有,有,3200,167,,0.0,0,,RPSNMLNLQHIGFCT37CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉壽比路２６９號四樓之１９,0.0,,鄉村區,乙種建築用地,1120817,土地0建物1車位0,四層,5,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,0920501,20.439999999999998,1,0,1,有,有,有,2800,137,,0.0,0,,RPVNMLNLQHIGFCT67CC,,,,,,
東港鎮,建物,屏東縣東港鎮共和街６６之３號,0.0,住,,,1120822,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0671016,88.12,5,3,3,有,無,有,12000,136,,0.0,0,,RPPNMLNLQHIGFDT17CC,,,,,,
新園鄉,建物,屏東縣新園鄉臥龍路４號,0.0,住,,,1120822,土地0建物1車位0,全,5,透天厝,店舖　住宅　補習班,鋼筋混凝土造,0780330,218.78,0,0,0,無,無,無,35000,160,,0.0,0,,RPQNMLNLQHIGFDT27CC,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市洛陽街６５巷３號,62.0,住,,,1120823,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0650505,75.86,3,1,1,有,無,有,13000,171,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。水電瓦斯費由承租人負擔。,RPPNMLOLQHIGFAT96CC,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市機場北路５８０號十二樓,17.4,住,,,1120822,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0881204,120.94,3,2,2,有,有,有,13000,107,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。水電瓦斯費及每月管理費1098元皆由承租人負擔。,RPQNMLOLQHIGFAT07CC,,,,,,
九如鄉,房地(土地+建物),屏東縣九如鄉後庄路２６８號,48.0,,鄉村區,乙種建築用地,1120823,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0820603,85.49,2,2,2,有,無,有,6000,70,,0.0,0,,RPTNMLOLQHIGFAT37CC,,,,,,
長治鄉,房地(土地+建物),屏東縣長治鄉香楊路１１號１樓,178.0,住,,,1120820,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,1110413,86.48,0,1,1,有,無,無,30000,347,,0.0,0,,RPPNMLPLQHIGFAT07CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉壽比路２６９號四樓之２５,0.0,,鄉村區,乙種建築用地,1120807,土地0建物1車位0,四層,5,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0920501,21.64,1,0,1,有,有,有,3000,139,,0.0,0,,RPPNMLPLQHIGFCT27CC,,,,,,
潮州鎮,房地(土地+建物)+車位,屏東縣潮州鎮壽福路５號３樓,54.1,住,,,1120801,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1110315,96.24,3,1,2,有,有,有,23000,239,一樓平面,23.47,0,,RPQNMLPLQHIGFCT47DC,,,,,,
潮州鎮,房地(土地+建物),屏東縣潮州鎮四維路１８０號,93.21,住,,,1120801,土地1建物1車位0,全,3,透天厝,住宅、梯間,鋼筋混凝土構造,1110315,202.27,4,2,5,有,無,有,34000,168,,0.0,0,,RPRNMLPLQHIGFCT57DC,,,,,,
長治鄉,建物,屏東縣長治鄉長春街一段５２號五樓之５,0.0,住,,,1120807,土地0建物1車位0,五層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0930630,21.61,1,0,1,有,有,有,4200,194,,0.0,0,,RPPNMLSLQHIGFAT37CC,,,,,,
屏東市,建物,屏東縣屏東市公裕街３５３巷３８之１１號三樓,0.0,住,,,1120804,土地0建物1車位0,三層,4,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0970305,14.61,1,0,1,有,有,有,3500,240,,0.0,0,,RPQNMLSLQHIGFAT47CC,,,,,,
屏東市,房地(土地+建物),屏東縣屏東市福建路７８號五樓之七,5.87,商,,,1120817,土地1建物1車位0,五層,7,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,0830623,36.22,1,1,1,有,無,有,8500,235,,0.0,0,屏東縣政府包租代管計畫；每月水電瓦斯費由承租人另外負擔。,RPRNMLSLQHIGFAT57CC,,,,,,
長治鄉,房地(土地+建物),屏東縣長治鄉合興路５巷１８號三樓之一,43.95,住,,,1120825,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1110916,126.08,3,2,2,有,有,有,18000,143,,0.0,0,,RPSNMLSLQHIGFAT67CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１０號４樓,7.7,,鄉村區,乙種建築用地,1120810,土地0建物0車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.5,1,1,1,有,有,有,5000,149,,0.0,0,,RPPNMLSLQHIGFCT57CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１１號４樓,7.7,,鄉村區,乙種建築用地,1120814,土地0建物0車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.2,1,1,1,有,有,有,5000,151,,0.0,0,,RPQNMLSLQHIGFCT67CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３號５樓,7.7,,鄉村區,乙種建築用地,1120804,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,38.64,1,1,1,有,有,有,5000,129,,0.0,0,,RPRNMLSLQHIGFCT77CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１０號５樓,7.7,,鄉村區,乙種建築用地,1120810,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.5,1,1,1,有,有,有,5000,149,,0.0,0,,RPSNMLSLQHIGFCT87CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉壽比路２３０號７樓之６,10.0,,鄉村區,乙種建築用地,1120812,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1051104,30.31,1,1,1,有,無,有,5600,185,,0.0,0,,RPTNMLSLQHIGFCT97CC,,,,,,
長治鄉,建物,屏東縣長治鄉長春街一段５２號五樓之７,0.0,住,,,1120817,土地0建物1車位0,五層,6,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0930630,21.7,1,0,1,有,有,有,4150,191,,0.0,0,,RPQNMLTLQHIGFAT57CC,,,,,,
東港鎮,建物,屏東縣東港鎮共和街１００號９樓之１,0.0,住,,,1120826,土地0建物1車位1,見其他登記事項,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1031015,170.78,3,1,2,有,有,有,16000,94,坡道平面,0.0,0,,RPPNMLTLQHIGFDT77CC,,,,,,
