鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鳳山區,建物,高雄市鳳山區新富路９８之２號,0.0,住,,,1120713,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700926,89.69,3,2,1,有,無,有,11000,123,,0.0,0,,RPQNMLLJQHIGFGE28CC
楠梓區,土地,楠梓段一小段248地號,446.0,住,,,1120801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,135,,0.0,0,,RPPNMLLJQHIGFEE97CC
楠梓區,土地,藍田中段264地號,924.04,商,,,1120724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,106218,115,,0.0,0,從114年2月1日起租金每三年調漲3%。,RPQNMLLJQHIGFEE08CC
左營區,建物,高雄市左營區左營大路６巷４４弄１７號,0.0,其他,,,1120722,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730806,83.64999999999999,3,1,1,有,無,有,8000,96,,0.0,0,,RPRNMLLJQHIGFEE18CC
楠梓區,建物,高雄市楠梓區楠梓新路２８１號十六樓,0.0,住,,,1120721,土地0建物1車位0,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,98.33,2,2,1,有,有,有,12900,131,,0.0,0,,RPSNMLLJQHIGFEE28CC
左營區,建物,高雄市左營區和光街１０６巷３３弄１５號,0.0,住,,,1120711,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0570724,68.86,3,2,2,有,無,有,10000,145,,0.0,0,,RPTNMLLJQHIGFEE38CC
左營區,房地(土地+建物),高雄市左營區重愛路２５６號５樓,10.57,商,,,1120727,土地1建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021202,200.35999999999999,3,2,2,有,有,有,34000,170,,0.0,0,,RPUNMLLJQHIGFEE48CC
左營區,建物,高雄市左營區重如街２４巷１８號,0.0,住,,,1120721,土地0建物1車位0,全,4,透天厝,住家用,見使用執照,0930430,215.81,5,1,3,有,無,有,26000,120,,0.0,0,此為住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為28889元，選擇代管方案需打9折，實際租賃契約金額為26000元。水電費、瓦斯費由承租人負擔。,RPVNMLLJQHIGFEE58CC
楠梓區,建物,高雄市楠梓區大學二街１２７號,0.0,住,,,1120725,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0931119,188.98,5,1,4,有,無,有,26000,138,,0.0,0,此為住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為28889元，選擇代管方案需打9折，實際租賃契約金額為26000元。水電費、瓦斯費由承租人負擔。,RPWNMLLJQHIGFEE68CC
左營區,房地(土地+建物),高雄市左營區富民路５０號１１樓之１,18.79,住,,,1120715,土地1建物1車位0,十一層,20,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土,1090120,126.61000000000001,3,2,2,有,有,有,46000,363,,0.0,0,,RPPNMLMJQHIGFEE08CC
楠梓區,建物,高雄市楠梓區德惠路７０巷１９號二樓之１３,0.0,商,,,1120710,土地0建物1車位0,二層,11,套房(1房1廳1衛),辦公室,鋼筋混凝土造,0950626,24.64,1,0,1,有,有,有,5500,223,,0.0,0,,RPQNMLMJQHIGFEE18CC
左營區,房地(土地+建物),高雄市左營區富民路５０號３樓之９,6.96,住,,,1120725,土地1建物1車位0,三層,20,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土,1090120,71.78,1,1,1,有,有,有,25000,348,,0.0,0,,RPRNMLMJQHIGFEE28CC
左營區,房地(土地+建物)+車位,高雄市左營區桃子園路２６號１３樓之１１,11.26,住,,,1120725,土地1建物1車位1,十三層,18,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土,1091106,101.72,2,1,1,有,有,有,19000,187,坡道平面,16.11,0,,RPSNMLMJQHIGFEE38CC
左營區,房地(土地+建物)+車位,高雄市左營區華欣路９９號１５樓之１,6.8,住,,,1120802,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土,1110810,50.62,3,2,2,有,有,有,41000,810,坡道平面,0.0,0,,RPTNMLMJQHIGFEE48CC
